title,post_age,post_gen,count_age,count_gen,relationship,score,num_commentsI [M32] am about to be left by my girlfriend [F27] of 10 years with 2 children,32,M,27,F,girlfriend,18,8
Me [23M] Need some advice how to handle my relationship with my [22F],23,M,22,F,,1,6
Me [31F] with my ex-fiance [27 M] of 6 years won't accept my reasons for breaking up - won't move out,31,F,27,M,fiance,2,2
Me (18M) not sure what to do about my (23F) friend,18,M,23,F,friend,1,1
Me [23M] always has to make the first move for everything for SO [27F],23,M,27,F,so,1,0
When should I [23 F] tell my crush [27 M] that I like him? (We work together),23,F,27,M,crush,0,24
Me [36M] breakup with my [23F] gf of 3+ years was going to propose next month,36,M,23,F,gf,2,17
Me [30sF] with my Husband [30sM] married 8 years he cheated on me with his cousin. Do I tell their family?,30,F,30,M,husband,3,7
Me [35F] with my ex-partner [29M] - broken up and we live together,35,F,29,M,partner,11,7
My girlfriend [16F] just broke up with me [18M] and now i don't know what to do in my free time.,18,M,16,F,girlfriend,1,3
Me [19 M] got dumped by girlfriend [19 F] of one year claiming it was her parents but found out she started messaging her ex soon after.,19,M,19,F,girlfriend,3,6
I'm [26m] running out of ideas to help my brother [33m] who thinks he is somehow a pedophile because he watched anime porn with children looking characters in it,26,M,33,M,brother,108,79
I [21F] I think I messed it up with [22M]?,21,F,22,M,,1,3
Me [33 M] and my girlfriend [30 F] of two years just moved in together and are struggling to get a good nights sleep.,33,M,30,F,girlfriend,1,3
My [29F] fiancé [31M] thinks I'm cheating on him because of a surprise that went horribly wrong.,29,F,31,M,fiancé,117,83
I [20/F] am visiting my boyfriend’s [26/M] family for a week and I’m unsure how to approach divorced parents,20,F,26,M,,1,1
How can I[M 23] stop obsessing over a girl[F22] that I like?,23,M,22,F,girl,2,4
Me [21f] my friends [24m25m] had a fight one of them is perpetuating the situation and it's ruining our friend group. Help?,21,F,24,M,friend,1,2
Me (24) with GF (25) - dealing with lack of attraction,24,,25,F,gf,1,6
Me [34F] with my partner [41M] of just over a year recently had to transition to a LDR and looking for some words of wisdom.,34,F,41,M,partner,2,8
im [17f] really worried about anorexic [17m] boyfriend,17,F,17,M,boyfriend,1,3
Me [26 F] with my husband [28 M] of a year dating for 5 years I'm unhappy and I could really use some insight from an outside opinion..,26,F,28,M,husband,3,5
UPDATE:How do I (F34) deal with my sisters (41) denial of domestic violence?,34,F,41,,,93,16
Me [21F] with my bf [20M] 7 months was it a toxic relationship or am I in the wrong?,21,F,20,M,bf,0,1
My [20M] Girlfriend's Mom [50'sF] Rumination is Creating a Hell Out of Our LDR.,20,M,50,F,mom,3,10
Is it okay for me (18m) to ask her (18-20f) for her number or on a date?,18,M,18,F,,1,25
Me [25M] with my coworker [22F] who I met at a party - how to ask her out?,25,M,22,F,,1,2
Can I [26m] somehow find a girlfriend for my virgin brother [32m] who happens to be sort of disabled?,26,M,32,M,brother,0,1
Me(26F) and my ex(27M) Broke-up today because I he can't see a future with me. How to proceed?,26,F,27,M,,2,4
Me [23 M] with my GF [18 F] of 6+ months back together and I'm so happy.,23,M,18,F,gf,1,1
My [22M] relationship [21F] is falling apart because i have no goals in life REALLY complex situation help?,22,M,21,F,,1,1
My [22m] relationship [21f] is falling apart because i have no goals in life complex situation help me?,22,M,21,F,,0,30
What is the appropriate response I [31/F] should give young guy at work [24/M] who asked me out?,31,F,24,M,guy,0,4
How do I[22F] explain to my mom[50sf] she isn't being replaced.,22,F,50,F,mom,3,6
My [22M] girlfriend [21F] is getting me down but I feel obligation to her,22,M,21,F,girlfriend,1,4
Me [25/f] and ex fiance [33/m] together 5 years apart for 1 month; worried I'm making a mistake,25,F,33,M,fiance,1,1
Me [20 M] with my ex [26 M] 4-5 months - Advice on being friends,20,M,26,M,,1,1
I [23/F] say things to my boyfriend [25/M] in order to mitigate my own fears and anxieties when I am having an anxiety attack without considering how he would feel first. I would like some third party advice regarding how I might be able to correct this problem,23,F,25,M,boyfriend,2,0
I [20m] am scared that my girlfriend [20f] will dump me,20,M,20,F,girlfriend,3,8
Me [26M] with my GF [25 F] 2 Years last month I called her a b**ch. She says I need to make it up to her but I now doubt the relationship.,26,M,25,F,gf,0,19
Me [23 M] with my GF [18 F] 6+ months back together and we're both so happy!,23,M,18,F,gf,0,5
Should I [20F] let him [21M] know I'm leaving the country in about a year before the first date?,20,F,21,M,,3,7
Me [25/f] and my ex fiance [35/m] 5 years recently called off relationship worried I made a mistake,25,F,35,M,fiance,1,6
How do I [19F] tell my boyfriend [23M] that I'm uncomfortable with his boundaries with his close female friend,19,F,23,M,boyfriend,1,4
I [23M] hit my little sister [F20] today. I don't know how to stop being angry.,23,M,20,F,sister,1,1
Me [30 M] with my ex [27 F] of a year she ended friendship years after breakup,30,M,27,F,,1,12
I don't feel like my bfs sister &amp; her husband [40sFM] are raising their child [6M] well. But they're not outright abusive. Is there anything I can do? :(,6,M,40,M,husband,0,30
Not sure what he [23M] wants from me [22F],22,F,23,M,,1,2
I [23M] hit my sister [20F] today and I don't know what to do.,23,M,20,F,sister,2,3
My [24F] boyfriend [26] has no sense of urgency and keeps me waiting all the time,24,F,26,M,boyfriend,2,4
Me [26 M] with my wife for 1 year [23 F] I can never do anything right.,26,M,23,F,wife,0,34
Me [20 M] with my ex [26 M/] 4-5 months becoming best friends issues regarding that.,20,M,26,M,,2,0
Is my [18M] relationship story with a [19F] one of the weirdest you've ever heard? (Advice wanted).,18,M,19,F,,1,1
Me [35 M] with my ex [35 F] of 5 years how the hell do I move on?,35,M,35,F,,2,5
Me [25F] with my boyfriend [27M] of five years- he doesn't agree with my timeline of marriage and now we're on a break.,25,F,27,M,boyfriend,6,108
Me [23 M] with my GF 18 [F] 6+ months back together and happy but worried...,23,M,,F,,1,0
My [24/F] fiance [36/M] of a year doesn't want me to attend a funeral with him. Am I being unfair by expecting him to include and support me more?,24,F,36,M,fiance,0,11
Me [25 M] with my girlfriend [30 M/F] 2 weeks confused on her behavior,25,M,30,F,girlfriend,1,10
Me [23M] did work while I could and my [26/F] is now very upset.,23,M,26,F,,1,1
Me [24F] with my bf [26M] 2 years is ashamed to introduce me to his classmates,24,F,26,M,bf,1,1
Am I[15f] being ridiculous by asking my mom[50F] not to eat while we're shopping?,15,F,50,F,mom,20,88
I [26 M] chickened out of breaking up with my [27F] girlfriend of 4 years who I share an apartment with. What is the best thing to do next?,26,M,27,F,girlfriend,2,6
How do I [24M] deal with this situation regarding my ex [23F],24,M,23,F,,1,1
Me [21F] with my BF [24M] of 2 years  most likely going to break up with him and I am not sure if I am making the right choice.,21,F,24,M,bf,1,3
Me [24F] with my bf [26M] 2 years is ashamed to introduce me to his classmates,24,F,26,M,bf,1,6
Me [25F] with my family [25F - 75F]. None of my family is coming to my bridal shower and I'm feeling pretty low about it.,25,F,25,F,,10,24
Me [23M] did work while I could and my [26/F] is now very upset.,23,M,26,F,,1,1
Boyfriend (27) doesn’t seem to understand the purpose or marriage. I (25) support it but honestly don’t understand why it’s better than being “single” either. Why should I continue to support it or why should I not?,25,,27,M,boyfriend,2,29
Me [20 F] with my boyfriend [19 M] 2 1/2 years Am I asking too much?,20,F,19,M,boyfriend,1,1
My [f23] boyfriend [m26] took a new job that's incredibly far away. It's great for his career but I'm struggling with it.,23,F,26,M,boyfriend,2,3
My[27M] GF[23F] told me her "Dream Guy" is a race completely different from my own. Should I be worried about these comments?,27,M,23,F,gf,2,46
Dating 1 year. GF (31) wants kids. I (35M) am not sure. Should we end it?,35,M,31,F,gf,4,44
I [20 M] cannot get over my ex [21 F] after a year of dating but she has completely moved on,20,M,21,F,,1,3
Should I (23F) explain to my friend (23M) why I pulled back from our friendship?,23,F,23,M,friend,3,6
Me [21M] feeling dead inside and tormented months after a particular event with [20F],21,M,20,F,,5,5
My GF [18] and I [19] have been dating for almost 5 years don't get to see each other much because of her strict parent.,19,,18,F,gf,1,3
Me [14F] with my friends [14-15F] I tried to commit suicide a few weeks ago. I'm out of the hospital now but I was nasty before I tried and I have no idea what to do or say,14,F,14,F,,45,18
Is my (21 F) boyfriend (26 M) just not that into me anymore or am I just being insecure?,21,F,26,M,boyfriend,1,1
My[29m] friends with benefits[28f] of two years is talking about getting married and is panicking about being older and single,29,M,28,F,,72,104
I (20F) can't help but feel guilty over wishing I could see my SO (20M) more.,20,F,20,M,so,1,1
Me [22F] with my ex[23M] keeps contacting me even though we don't hook up?,22,F,23,M,,1,1
I feel like my (21 F) boyfriend (26 M) has lost interest in me,21,F,26,M,boyfriend,2,3
I(20 M) don't think I can trust the girl(20 F) I fell in love with,20,M,20,F,girl,1,1
How do we [16-20 M's] tell him [17 M] that he sucks at games?,16,M,17,M,,1,13
I'm (21M) kind of uncomfortable with girlfriend (21F) of 1 year's past. She's hooked up with a few guys before and I was raised in a culture where that's not right.,21,M,21,F,girlfriend,0,1
My ex (33/m) and I (31/f) were good friends before we dated. We broke up 7 months ago. I'm over it and want to try and be friends again. Has enough time passed that he won't think I'm trying to be friends just to get him back?,31,F,33,M,,1,3
My [22F] boyfriend [22M] of two years has been having issues with getting angry lately,22,F,22,M,boyfriend,1,2
me [28F] with my friend/roommate [25F]. Am i a bad person or are her expectations too high?,28,F,25,F,roommate,2,1
Me [23 M] with my GF [24 F] One year am I overreacting about her spending time with Ex?,23,M,24,F,gf,5,10
I [10 M] don't feel like I can trust the girl [20 F] I fell in love with this year,10,M,20,F,girl,0,5
Me [30F] with my boyfriend [31M] of 1.5 years - I don't want to visit his family.,30,F,31,M,boyfriend,3,29
My[27M] Fiancee[26F] is very upset that I do not like some of her guy friends.,27,M,26,M,guy,1,2
I'm [18F] worried about getting sick from my boyfriend [19M] before I go on a flight 3000 miles away to a country I have never been to before for four months. I think this is an indication of something deeper.,18,F,19,M,boyfriend,0,4
My[28/F] college[40/M] gives off conflicting vibes,28,F,40,M,,1,5
I (20 F) cant help but feel guilty about SO (20 M) being away a lot.,20,F,20,M,so,1,0
Me [18F] with my SO [23M] of 4 months feels like we aren't in a relationship,18,F,23,M,so,1,4
My dad [45M] gets angry at me [19F] sometimes and I desperately need an outside perspective,19,F,45,M,dad,9,17
My[27M] Fiancee[26F] is angry that I do not like some of her guy friends.,27,M,26,M,guy,3,17
Me [23F] with my boyfriend [25M] of 9 months he hasn't said "I love you" yet,23,F,25,M,boyfriend,0,12
Me [20 M] with my girlfriend [19 F] of almost 3 years refuses to give me back rubs.,20,M,19,F,girlfriend,0,6
My girlfriend [19F] and I [20] of 2 years I need advice on how to fix my relationship after a rough patch. [long and urgent],20,,19,F,girlfriend,1,5
I [22M] can't find the strength to end a almost three-year relationship with my girlfriend [23F] even though it is my utter desire.,22,M,23,F,girlfriend,1,3
My [26m] girlfriend [28f] is losing interest in sex,26,M,28,F,girlfriend,1,1
Me [40 M] with my Wife [33 F] 2 months - she bulldozed my boundaries with verbal and physical abuse,40,M,33,F,wife,16,19
Me [26M] with my girlfriend [24F] How bad of a person am I for lying to my gf and getting caught in this situation?,26,M,24,F,girlfriend,6,13
I'm [16M] thinking of contacting an ex [16F] whom I haven't spoken to in a while and with whom things ended badly.,16,M,16,F,,1,1
Me [23F] with SO [23M] trying to figure out how to talk about timelines,23,F,23,M,so,0,8
I (25F) bought my boyfriend (26M) some hiking gear and he immediately planned a hiking vacation without me,25,F,26,M,boyfriend,7,16
My [26m] girlfriend [28f] is losing interest in sex,26,M,28,F,girlfriend,1,11
I [23F] miss my partner [29M] of 10 months terribly. Usual or not?,23,F,29,M,partner,2,3
I think my [56F] sister [58F] is jealous of me and I'm hurt but need to help her,56,F,58,F,sister,3,8
Not sure if I [20 F] should just stop talking to my friend [21 F 1 year]?,20,F,21,F,friend,6,2
Should I (25M) break up with my girlfriend (25F)?,25,M,25,F,girlfriend,1,1
I [28M] found advances on my gf[23F] on instagram. Need advise.,28,M,23,F,gf,0,29
I'm [16M] thinking of contacting an ex [16F] whom I haven't spoken to in a while and with whom things ended badly,16,M,16,F,,5,3
Should I(25M) break up with my girlfriend(25F)?,25,M,25,F,girlfriend,1,4
I [25F] don't feel the "butterflies" with him [31M]?,25,F,31,M,,1,3
Me [47F] overwhelmed by elder care of six aunts and mother [80Fs].,47,F,80,F,mother,326,37
I(23m) screwed up my chances with my crush (25f),23,M,25,F,crush,0,10
My [25F] husband [26M] of 2 years now works from home and watches porn on the clock.,25,F,26,M,husband,1,1
UPDATE: Need advice on whether I [M21] should continue to pursue this girl [F20],21,M,20,F,girl,1,1
Me [32F] with my husband [33M] of 9 years - I'm afraid to initiate sex. He says I give up too easily and look for rejection that isn't there.,32,F,33,M,husband,10,16
Me [21/F] and my ex-bf [21 M] of 10 months broke up is there is any chance for us?,21,F,21,M,bf,1,1
My (23f) close friend (23f) has become deeply religious got married and I don't think il see her again- partly due to my sexuality,23,F,23,F,friend,1,1
My [25F] husband [26M] of two years just started working from home and watches porn on the clock.,25,F,26,M,husband,0,3
Me (21F) recently got broken up with by (20M) after 10 months I'm still crazy in love with him and don't want to give up.,21,F,20,M,,1,1
My (f23) friend (f23) has become deeply religious got married and I don't think il see her again partly due to my sexuality,23,F,23,F,friend,1,10
LDR fiancé [28M] of 8 years quit his job and moved to my city as a surprise right when I [27F] decided I wanted to end things. I don't know what to do.,27,F,28,M,fiancé,136,130
Me [22F] with my [24M] boyfriend of 2 years.. How do I build trust? I am very insecure &amp; jealous,22,F,24,M,boyfriend,1,1
Me [35M] with my wife [38F] how can I tell if it is worth it?,35,M,38,F,wife,4,4
My [17F] with my lesser hedgehog Tenrec [9F] Needs to be put to sleep. My dad who has now passed gave her to me. I'm really struggling with doing what I know is the right thing,17,F,9,F,,1688,140
I'm [29/F] pretty sure he's [29/M] given up on me and I don't know what to do...,29,F,29,M,,2,12
My husband (23M) and I (23F) can't come to a conclusion about how I should change my name,23,F,23,M,husband,0,10
I (24F) need help walking away from someone (25M) who won't commit.,24,F,25,M,,1,6
My [28 M] SO [28 F] asked out by our gym staff. Should I/we complain?,28,M,28,F,so,9,24
My father [66 M] has been an angry bitter pessimistic man my [25 M] whole life owing to things that happened to him/our family that were out of his control. I fear I'm becoming the same angry bitter and pessimistic man because of the way I feel about him.,25,M,66,M,father,1,2
I [26F] think he [26M] has a girlfriend,26,F,26,F,girlfriend,2,8
I[28m] found out my girlfriend[27f] slept with a lot of guys off Tinder before meeting me. I am planning on breaking up with her,28,M,27,F,girlfriend,0,54
How can I [25/F] get over jealousy and resentment of my boyfriend's [28/M] ever present ex-girlfriend?,25,F,28,M,,0,17
My [26f] boyfriend [24m] has really bad breath. How do I let him know?,26,F,24,M,boyfriend,6,16
I [28F] feel guilty setting boundaries with codependent/abusive mother [60sF] because she’s in a bad spot emotionally and financially and has had a difficult life.,28,F,60,F,mother,1,1
I've [20 F] just started dating this guy [22 M] and now he's giving mixed signals?,20,F,22,M,guy,2,2
I [31M] broke up with my girlfriend [31F] of nine years and I've lost my perspective on life,31,M,31,F,girlfriend,0,28
Boyfriend (21 m) hides his phone away from me and ignores me (19 f).,19,F,21,M,boyfriend,1,7
Me [20M] and my ex gf [23] still "love" each other and I feel completely lost.,20,M,23,F,gf,1,8
Me [23 F] with my BF [23 M] of 2 years Big family girl vs. Small family man conflict,23,F,23,M,bf,16,37
Should I (24f) be offended by bf (24m)?,24,F,24,M,bf,1,1
I (23F) am worried that my boyfriend (20M) is drinking too much.,23,F,20,M,boyfriend,1,1
My (23F) boyfriend (21M) has been drinking a lot lately and I don't know what to do.,23,F,21,M,boyfriend,1,0
How should I [F 18] deal with a guy [M 22] that has mutual feelings but lives too far away?,18,F,22,M,guy,1,1
I [19F] spoke with my boyfriend [21M] of a year about having a 3some with another woman and he is now obsessed with the idea.,19,F,21,M,boyfriend,2,5
How should I [F 18] deal with a guy [M 22] who has mutual feelings but lives too far away?,18,F,22,M,guy,1,8
Me [25 M] with my ex BF [23 M] 6mons  We are something inbetween relationship and friendship,25,M,23,M,bf,1,0
I [32 F] dated [29 M] for a month. In that short time he fell hard panicked and then blocked me. How can I stop looking to him for answers?,32,F,29,M,,1,3
I [22M] made friends with this girl [22F] and I wonder if she likes me or is being friendly.,22,M,22,F,girl,1,4
Was I [22M] just on a date with my coworker [22F]?,22,M,22,F,,2,4
My [30/F] ex [31/M] and I broke up a few months ago. I feel like he's dumping his dog responsibilities on me.,30,F,31,M,,8,13
Me [25 M] with schizophrenic more-than-friend [23 F] [1Year] she’s working on herself through other people and I feel abandoned.,25,M,23,F,friend,2,3
Ex [20F] drinking while pregnant what can I [20M] do?,20,M,20,F,,1,1
I (23f) don't know how to talk to my best friend (22f) who is in a very different place. (duration 5 years) Please give me some advice. How,23,F,22,F,friend,2,2
My [18F] Mother [49F] accused me of trying to ruin her happiness by politely asking she remove some photos of me from her Facebook..?,18,F,49,F,mother,7,13
Me [21 M] with sort of ex-FWB [23 F]. Friendship effecting relationships - advice needed.,21,M,23,F,,0,10
What should we [18-20F] do against this guy [30M] that has been playing and manipulating us?,18,F,30,M,guy,4,6
After 3 years BF(M21) and I (21F) are drifting apart but he keeps sucking me in.,21,F,21,M,bf,1,0
My girlfriend (21F) and I (22M) have been in love for 3 years. This is an extremely bizarre case of cheating. I need advice!,22,M,21,F,girlfriend,1,1
My [18M] girlfriend [18F] of 1.5 years consistently guilt trips me and I think this is the last straw.,18,M,18,F,girlfriend,2,7
Ex [20F] is pregnant and drinking what can I [20M] do?,20,M,20,F,,12,16
I [22M] am concerned I am in a toxic relationship/dating a narcissist [21F].,22,M,21,F,,3,4
My [27M] partner [25F] of 1.5 years whose boyfriend/fiance died almost 3 years ago is emotionally dead and does not appreciate me in any way. Am I wasting my time?,27,M,25,F,partner,189,35
I (21 F) am unsure whether the guy I'm seeing (21 M) is genuinely interested in me because of bs cultural beauty standards.,21,F,21,M,guy,6,11
I [22M] need advice with this girl [20F] who rejected me at first,22,M,20,F,girl,3,3
Me [25 M] with my GF [25 F] of 5 years. I'm leaving for a small road trip with my best buddy she unexpected joins and wants some concessions,25,M,25,F,gf,5,24
I'm [19 M] having a very hard time dealing with my girlfriend's [18/F] anger. How do I handle it? (1 year).,19,M,18,F,,19,10
How do I (31F) go about dating a single dad[30M] when I have no experience as a mom?,31,F,30,M,dad,29,19
I [25F] hooked up with a guy [25m] yesterday. He went soft and left abruptly. Is it me?,25,F,25,M,guy,208,82
Me [23 F] possibly reading too much into my texting conversation with [24 M] after talking for five months,23,F,24,M,,2,1
How can I [22F] stop letting past abuse get in the way of an amazing relationship with my boyfriend [24M]?,22,F,24,M,boyfriend,3,4
My (20f) father (40s) will not "allow" me to spend the night at my long-term boyfriend's house.,20,F,40,M,father,100,62
My mom complains about my dad every time my sister (32F) and I (24M) talk with her on the phone can someone give different viewpoints?,24,M,32,F,sister,19,2
Help. I(21f) want to tell my boyfriend's mom that he(20m) really needs therapy.,21,F,20,F,mom,2,2
I'm [23F]having a bit of an issue regarding my mother[40sF] due to some last minute screw-ups from trusting my family. I now have my roommate [24] who will now be stuck in a situation with me. What do I do to fix this?,23,F,40,F,mother,1,11
I [24F] struggle with jealousy towards my boyfriend [22M].,24,F,22,M,boyfriend,1,2
Me [25 M] with my brother's girlfriend [27 F] I accidentally sent her a horrible message about her breasts,25,M,27,F,girlfriend,0,8
Me [22 M] with my ex-best friend [21 F]  I said stupid things she blanked me I manipulated and guilt tripped she blocked me it's been a year.,22,M,21,F,friend,2,33
My SO [33M] isn't super attentive with me [31F] and we've been together for years with no proposal in sight,31,F,33,M,so,39,93
(20f) my relationship is lacking momentum (25m) and this new guy (26m) comes along...,25,M,26,M,guy,1,1
Me [29 M] does this girl Her (29 F) like me?,29,M,29,F,girl,1,8
My [19 M] girlfriend [20 F] wants to spend more time with me then I do.,19,M,20,F,girlfriend,2,6
I [18M] am now in a relationship with my best friend [19F] I've known for 5 years,18,M,19,F,friend,1,0
I [19 F] was living with my [20 M] boyfriend and I read his text messages,19,F,20,M,boyfriend,1,1
My (28F) husband (31M) struggles to follow even the most basic instructions in the home.,28,F,31,M,husband,853,291
I (18M) am seeing this girl (18F) in a couple days and I need help.,18,M,18,F,girl,1,7
I[M26] want to purchase a new car before I get married to my Fiance[F26] am I in the wrong?,26,M,26,F,fiance,13,41
I [19 F] was living with my [20 M] boyfriend and I read his text messages,19,F,20,M,boyfriend,3,11
Me [21 M] with my girlfriend [21 F] of 3 years met a girl and my head is spinning over her,21,M,21,F,girlfriend,1,7
I (18M) just ended a friendship (18M)... for the second time. Unclear on what I'm supposed to do with myself.,18,M,18,M,,1,1
Me [20 M] with my depressed girlfriend[24 F] of 3 months I want to end things,20,M,24,F,girlfriend,1,10
my (20sF) married coworker (40sF) is having an affair with a family friend and it is making work very uncomfortable,20,F,40,F,friend,1,4
I [24M] am straight my roommate of 6 months [22F] is bi and I am in love with her.,24,M,22,F,roommate,0,11
Wife [26F] has been in car accident. She had to have leg/knee surgery and has a cut on her face that needed stitches. Wife has told me to not bring son [2M] to hospital but family on both sides is on my case for not doing it.,2,M,26,F,wife,47,30
I (18m) ended a friendship (18m) for the second time in a month. Unclear on what to do anymore.,18,M,18,M,,1,2
My girlfriend (21F) and I (22M) have been together for 3 years. This is an extremely bizarre case of cheating. I need advice!,22,M,21,F,girlfriend,22,87
I [23F] was asked on a date by [29M] and said no. Now I changed my mind. Is it too late to say yes?,23,F,29,M,,1,1
I'm [23f] starting to really like [30M] who I've been seeing for 1mo afraid of feelings and confused about how to proceed.,23,F,30,M,,0,0
Me (30f) him (30m) how shallow is it to not date guys because of the way they dress?,30,F,30,M,,4,18
Me [41M] and the women [36F] I have been dating for 3 months needs some time for herself. Has this break worked for anyone else before?,41,M,36,F,,1,7
I [23F] was asked out by an ex-coworker [29M] and said no. Now I changed my mind. Is it too late to say yes?,23,F,29,M,,1,7
Me [17 M] with my parents [40s M/F] won't let me spend my own money to build a computer,17,M,40,M,,1,11
I [30f] am jealous of my husband's [31m] beard how do I stop?,30,F,31,M,,1,1
I feel like a nuisance [23/F] when it comes to anything I want to do with my boyfriend on the weekend [23/M],23,F,23,M,boyfriend,2,6
I [27f] am in a confusing situation with [26m] and I know what i need to do but I don't know how to do it.,27,F,26,M,,1,1
I [26m] am dating a lady [21f] who keeps on crying at night and it's wearing me out.,26,M,21,F,,1,1
Reconnecting with my [27M] father [68M]. The two of us have been at odds for a year.,27,M,68,M,father,2,2
How do I [30f] stop myself from getting jealous of my husband's [31m] beard!,30,F,31,M,,1,0
I [21M] want to visit Japan next month girlfriend [21F] doesn't have the money.,21,M,21,F,girlfriend,3,5
I (16 M) have a massive crush on my friend (16 M) but it's confusing,16,M,16,M,friend,1,0
I [23/F] have been with my boyfriend [23/M] for a year. I am suddenly struggling heavily with depression.,23,F,23,M,boyfriend,5,7
My boyfriend (22m) and I (22f) are in a long distance relationship for a few months. If he does things like send me good morning texts my heart melts he's not as ooey gooey as me so what are some things I could do that he'd appreciate?,22,F,22,M,boyfriend,1,1
Me [27F] with my BF [31M] of 2 years. Never been invited to group outings,27,F,31,M,bf,2,14
My boyfriend (22m) and I (22f) are in a long distance relationship for a few months. If he does things like send me good morning texts my heart melts he's not as ooey gooey as me so what are some things I could do that he'd appreciate?,22,F,22,M,boyfriend,1,0
[Update] My [22 M] girlfriend [22 F] is convinced I'm an some sort of secret racist and won't talk to me. What should I do,22,M,22,F,girlfriend,1,1
Me [37 F] with my husband [32 M]'s family 5 years feeling petty but I make more!,37,F,32,M,husband,266,140
Boyfriend (24m) can't decide if he wants to stay in the relationship and I'm going crazy (23f).,23,F,24,M,boyfriend,4,15
I'm (23F) ready to come to my parents (50s) about my secret relationship of 5 years...,23,F,50,,,1,2
I [30M] am frustrated with my gf's [23F] lack of planning and communication.,30,M,23,F,,1,2
Why does my wife [30/F] need to be so public about our relationship? I am [32/M] and we got married two months ago.,32,M,30,F,wife,0,28
I [M 17] finally managed to meet up with my romantic interest [F 16] and now I think something is wrong.,17,M,16,F,,1,1
Did I (27m) act controlling when my girlfriend (20f) said she might cancel our plans to go to another guys apartment and told me she doesn’t want to be “tied down”?,27,M,20,F,girlfriend,1,1
I (20f) found out that he (20m) has a gf,20,F,20,F,gf,0,10
Did I (27m) act controlling for being upset that my girlfriend (20f) flaked on me for Sunday to go to another guys apartment even though we haven’t seen each other?,27,M,20,F,girlfriend,0,15
My [30F] sister [38 F] refused to come to my "welcome back" BBQ because I invited her ex-husband and now my family thinks I am insensitive. Looking for advice on how to proceed.,30,F,38,F,sister,3,8
I [30M] am frustrated with my gf of six months [23F] and her lack of planning and communication.,30,M,23,F,gf,1,3
Me [20 M] with my mother [40s F] my abusive father is constantly plotting to coerce her into swinging and she refuses to draw a line.,20,M,40,F,mother,2,4
Update: I [33F] just found out I'm pregnant. Husband [36M] of 3 years and I are not in a good place and I don't know what to do. Please help.,33,F,36,M,husband,1,1
I [23F] have found myself in a pseudo-LDR with someone who smokes [23M] and smoking is my #1 dealbreaker,23,F,23,M,,0,12
Me [22F] with my ex BF [21M] of 8 months he won't move out?,22,F,21,M,bf,2,5
I [29 F] have not slept in the same room as my [31 M] husband in over a year.,29,F,31,M,husband,1,1
What the f*ck do I do about my [21 F] relationship with my boyfriend [23 M] of two years?,21,F,23,M,boyfriend,1,1
Update: I [33F] just found out I'm pregnant. Husband [36M] of 3 years and I are not in a good place and I don't know what to do. Please help.,33,F,36,M,husband,1,1
I [26M] think a married classmate [29F] might be getting too close but I'm not sure if I'm overreacting,26,M,29,F,,2,5
I [29 F] haven't slept in the same room as my [31 M] husband in over a year.,29,F,31,M,husband,14,39
I [26 F] can't tell if guy [30 M] is inexperienced &amp; horrible at making plans or disinterested!?!?,26,F,30,M,guy,2,2
Cousin 19F is traveling across the country to hang with a (sort of?) celebrity. My family and I (26F) are concerned.,26,F,,F,,0,9
My friend [17F] told me [20M] she has an eating disorder. How do I be sensitive?,20,M,17,F,friend,7,6
Me [30M] with my GF [29F] have recently ended our romantic relationship amicably. How do I cope?,30,M,29,F,gf,2,6
Me [20 M] with my SO [20 F] 1 year Am I in the wrong for getting mad at her letting her "best friend" sleep at her house?,20,M,20,F,so,2,6
My [F28] new partner [M29] likes dirty talk while doing the deed. How can I get over my shyness?,28,F,29,M,partner,2,4
My [19 M] best friend from work [18 F] wants me to go to a party with her. I have a futile crush on her and want to distance myself. Do I go?,19,M,18,F,friend,0,1
My girlfriend of 5 years [23F] suddenly was accepted today off a wait list to a school in California and I [22M] live in Pennsylvania. She's leaving this weekend. Any advice on making long distance work?,22,M,23,F,girlfriend,1,0
My [23F] Best friend [23M] of almost 10 years broke my heart and I'm not sure If I'm handling all this well.,23,F,23,M,friend,1,0
My [26 M] girlfriend [27 F] told me that the gift I got her for our 1 year anniversary didn't make her "feel special",26,M,27,F,girlfriend,11,47
I [30F] have fallen out of love with my husband [35M] and I don't know what to do. I don't want to hurt him but we both deserve the chance to be happy. Together 7.5 years.,30,F,35,M,husband,9,48
I [19/F] has recently had a falling out with best friend [19/F] and unsure what to do.,19,F,19,F,friend,4,1
I [18m] don't know how to express her [18f] my feelings,18,M,18,F,,1,1
Me [23 F] with my boyfriend [21 M] I'm a virgin and I'm experiencing anxiety over having sex for the first time.,23,F,21,M,boyfriend,1,1
I (27F) have issues with my boyfriend's (27M) family choices concerning his ex. How should I proceed?,27,F,27,M,,1,8
I [18m] don't know how to express her[18f] my feelings.,18,M,18,F,,0,1
I [23 F] hooked up with a guy [27? M] and now he is flipping out about me getting pregnant probably NSFW,23,F,27,M,guy,9,50
My [23F] Best friend [23M] almost 10 years broke my heart and I don't know if I'm handling all this ok.,23,F,23,M,friend,1,0
Me [29 M] with girl I was seeing [28 F] 2 months Finally let me know what was up,29,M,28,F,girl,1,0
I (24F) would like words of wisdom and advice on how to walk away from someone I love (25M) who won't commit.,24,F,25,M,,3,4
My (25/f) friend (26/f) has hinted at suicide. I don't know what I need to do next.,25,F,26,F,friend,2,3
